,ID_Transacao,Status_Pedido,Valor_Compra,Idade_Cliente,CEP
548,2021,Entregue,245.86239438441308,53.0,091573-000
549,1490,Em Trânsito,147.31191309247004,27.0,097741-000
550,2319,Em Trânsito,91.86887724502677,19.0,053816-000
551,1405,Entregue,200.19703984918223,40.0,097596-000
552,1714,Entregue,229.25943687742085,,091615-000
553,3494,Cancelado,,46.0,030861-000
554,3746,Em Trânsito,172.07256374650729,73.0,026479-000
555,2298,Em Trânsito,116.35733080441139,36.0,084639-000
556,2043,Em Trânsito,98.92616665575657,55.0,039458-000
557,4958,Em Trânsito,105.90124299680095,64.0,087034-000
558,1584,Em Trânsito,160.50872629595895,37.0,030820-000
559,3474,Em Trânsito,214.67375198138544,,084446-000
560,1953,Cancelado,,28.0,053964-000
561,3897,Em Trânsito,171.00011246605925,52.0,065833-000
562,4432,Cancelado,,69.0,068717-000
563,3030,Em Trânsito,143.68233269631378,66.0,033399-000
564,4381,Em Trânsito,106.59307749828366,24.0,033758-000
565,1593,Entregue,59.47130821011234,40.0,017658-000
566,2831,Em Trânsito,124.41148914113278,72.0,090801-000
567,1355,Entregue,206.46448555905323,67.0,065162-000
568,3074,Entregue,25.264459250289548,34.0,030065-000
569,2676,Entregue,205.06634153954855,,061961-000
570,4118,Cancelado,,,057467-000
571,3503,Entregue,143.07106243442462,19.0,021411-000
572,1111,Entregue,123.7335636879606,22.0,072408-000
573,3794,Entregue,173.94585205961778,38.0,042697-000
574,4734,Em Trânsito,219.92760167708258,30.0,025162-000
575,1374,Cancelado,,28.0,081571-000
576,2338,Cancelado,,41.0,032510-000
577,1844,Cancelado,,50.0,067848-000
578,3173,Cancelado,,44.0,056925-000
579,4078,Em Trânsito,68.08247799646317,,081664-000
580,3609,Entregue,166.3912581345893,52.0,036841-000
581,2383,Em Trânsito,120.58007664527273,35.0,048746-000
582,3625,Cancelado,,38.0,090353-000
583,4970,Em Trânsito,213.9226681000048,21.0,095980-000
584,1361,Em Trânsito,193.88991603667262,58.0,078520-000
585,1678,Cancelado,,,029180-000
586,1982,Entregue,63.533830560196336,60.0,015444-000
587,3811,Em Trânsito,157.05379259687578,66.0,095846-000
588,3822,Cancelado,,28.0,079344-000
589,2731,Em Trânsito,37.698997082652824,20.0,084216-000
590,3036,Em Trânsito,198.981224725006,68.0,056487-000
591,2718,Em Trânsito,273.3024355407375,69.0,033327-000
592,2287,Entregue,209.3172602314253,72.0,036834-000
593,1799,Em Trânsito,110.34580640440375,38.0,094633-000
594,1274,Em Trânsito,182.10344118952617,,071698-000
595,2653,Entregue,161.6498509191263,31.0,035826-000
596,3443,Em Trânsito,239.0902426540246,23.0,081654-000
597,2336,Em Trânsito,206.7626736922036,68.0,024707-000
598,1905,Entregue,105.05119466179993,70.0,034975-000
599,2882,Cancelado,,46.0,022596-000
600,1491,Em Trânsito,108.98282250642228,48.0,063207-000
601,4860,Cancelado,,64.0,046867-000
602,2427,Cancelado,,45.0,013817-000
603,3424,Cancelado,,60.0,036849-000
604,4715,Entregue,158.471417749183,67.0,082018-000
605,1658,Entregue,122.44229860700196,53.0,084853-000
606,1540,Em Trânsito,155.32307769987924,45.0,065353-000
607,3886,Cancelado,,36.0,032284-000
608,1319,Entregue,135.94314167169944,20.0,061755-000
609,3036,Entregue,160.96771542169677,29.0,021691-000
610,3272,Cancelado,,53.0,011565-000
611,1455,Entregue,88.47061066041205,41.0,051878-000
612,1650,Cancelado,,,096539-000
613,2312,Entregue,200.87167726080114,41.0,091386-000
614,2304,Cancelado,,18.0,071965-000
615,1416,Entregue,196.10293567506812,45.0,060467-000
616,2507,Entregue,200.49376621194673,33.0,074556-000
617,4609,Entregue,159.207589863987,38.0,014119-000
618,1803,Entregue,122.58681181759184,,057866-000
619,3826,Cancelado,,,093574-000
620,1797,Em Trânsito,143.94591726612623,43.0,075777-000
621,4384,Em Trânsito,117.10078301822836,71.0,014332-000
622,1608,Entregue,179.64682113251519,52.0,045837-000
623,4721,Em Trânsito,119.39813548602189,,051253-000
624,3012,Entregue,57.51352648159461,33.0,058475-000
625,3840,Em Trânsito,202.9311195507629,59.0,023398-000
626,2631,Entregue,175.51583378572147,46.0,047073-000
627,4062,Em Trânsito,63.73672484179977,46.0,035363-000
628,2080,Em Trânsito,117.60298303835043,26.0,062225-000
629,4194,Entregue,145.18725086751027,,063222-000
630,4814,Em Trânsito,149.84556631949056,74.0,028660-000
631,2313,Entregue,255.2380449398447,,072402-000
632,3645,Em Trânsito,102.03861131581613,19.0,022745-000
633,4020,Cancelado,,,069604-000
634,2333,Cancelado,,19.0,020023-000
635,4634,Cancelado,,,089752-000
636,4299,Entregue,208.66738130806237,35.0,034961-000
637,3053,Entregue,136.70590172862998,,066834-000
638,4514,Entregue,210.92936363025274,74.0,059679-000
639,1309,Cancelado,,24.0,044179-000
640,1784,Em Trânsito,143.7528000748586,40.0,070694-000
641,2945,Entregue,98.14193434742361,36.0,064237-000
642,3903,Cancelado,,36.0,030581-000
643,1904,Entregue,112.31130201923318,65.0,073052-000
644,2025,Entregue,86.14493810682723,,092309-000
645,4859,Em Trânsito,231.00625882955984,,084953-000
646,2626,Entregue,182.94334127033852,,030022-000
647,3821,Entregue,229.22198717005728,57.0,079328-000
648,3801,Em Trânsito,114.3390968188549,45.0,072855-000
649,2398,Entregue,180.2583282794581,28.0,027224-000
650,4317,Entregue,220.00522148095573,67.0,010234-000
651,4543,Em Trânsito,92.87102389364998,28.0,059265-000
652,2614,Entregue,166.32953952755156,72.0,090853-000
653,1822,Entregue,127.34156140878301,26.0,097999-000
654,2327,Cancelado,,31.0,013138-000
655,1057,Em Trânsito,108.94535181612555,51.0,092728-000
656,2248,Cancelado,,,015159-000
657,2449,Em Trânsito,138.12244886873165,,067052-000
658,2225,Entregue,103.72775410857264,38.0,059562-000
659,2940,Cancelado,,65.0,010066-000
660,1517,Cancelado,,,082082-000
661,3077,Cancelado,,50.0,089521-000
662,1150,Cancelado,,26.0,061405-000
663,1547,Em Trânsito,75.9857117858831,20.0,067684-000
664,3157,Entregue,118.6847194761273,31.0,018187-000
665,2144,Entregue,167.6023068914655,35.0,032337-000
666,3288,Cancelado,,29.0,022169-000
667,4842,Entregue,192.25655157700012,40.0,056131-000
668,4673,Entregue,118.8132230153,31.0,086201-000
669,2053,Em Trânsito,132.19457520995786,33.0,079840-000
670,3513,Entregue,171.9879256478668,54.0,064785-000
671,3512,Entregue,193.13748556121487,37.0,044778-000
672,3284,Entregue,142.98988537189936,37.0,091536-000
673,2394,Entregue,182.10411717719848,32.0,044656-000
674,2705,Cancelado,,58.0,092288-000
675,2172,Em Trânsito,42.54440201692606,42.0,077298-000
676,3421,Em Trânsito,195.30843149513063,,092913-000
677,1599,Em Trânsito,178.17335530011067,29.0,093107-000
678,3563,Entregue,145.13296205178517,,010002-000
679,4504,Cancelado,,,037765-000
680,3299,Em Trânsito,207.82550928533942,56.0,062879-000
681,2496,Cancelado,,73.0,010763-000
682,3610,Em Trânsito,5.363375954764649,70.0,058522-000
683,3583,Cancelado,,24.0,034841-000
684,4117,Entregue,216.93679507239108,25.0,020921-000
685,3675,Entregue,179.6649074897245,41.0,059876-000
686,4610,Em Trânsito,206.796773292044,64.0,029224-000
687,1606,Em Trânsito,224.32079237130736,42.0,097266-000
688,4950,Em Trânsito,221.4225591162388,38.0,094343-000
689,1434,Entregue,79.53563008865243,67.0,097301-000
690,3658,Entregue,139.91123600802663,,036989-000
691,4699,Em Trânsito,105.74521213434902,50.0,088590-000
692,3323,Em Trânsito,158.16556979891172,27.0,012475-000
693,3895,Entregue,82.26149721125634,39.0,064279-000
694,2531,Em Trânsito,152.14804524756295,36.0,081533-000
695,4166,Em Trânsito,63.8748022712837,46.0,082322-000
696,2734,Em Trânsito,132.64384682956296,20.0,097258-000
697,4217,Entregue,222.92065169846478,56.0,086620-000
698,3951,Entregue,115.89170942971263,21.0,031418-000
699,1666,Cancelado,,54.0,014465-000
700,1781,Cancelado,,48.0,080482-000
701,2425,Cancelado,,23.0,020514-000
702,1832,Cancelado,,45.0,051006-000
703,3551,Em Trânsito,110.24769140421523,27.0,013661-000
704,4486,Entregue,119.93098786667663,29.0,078100-000
705,3323,Entregue,153.41617919302166,,080463-000
706,1325,Cancelado,,71.0,092675-000
707,4327,Em Trânsito,113.48470775468519,19.0,070588-000
708,1556,Entregue,140.14491914062273,20.0,016179-000
709,1512,Entregue,53.230989610990804,18.0,092824-000
710,4218,Em Trânsito,128.18652493567188,52.0,012454-000
711,3342,Em Trânsito,160.07870103750332,41.0,095407-000
712,3422,Cancelado,,,046828-000
713,2690,Cancelado,,,032188-000
714,1055,Em Trânsito,158.58470744803185,69.0,073975-000
715,1911,Entregue,163.58138290262997,51.0,054723-000
716,2997,Em Trânsito,60.39838279757879,37.0,051738-000
717,4297,Em Trânsito,87.1471510248698,33.0,060942-000
718,2542,Entregue,175.12150868699047,47.0,023119-000
719,1019,Entregue,153.02571280153984,64.0,033872-000
720,4230,Cancelado,,,056152-000
721,4541,Em Trânsito,103.52159902813406,42.0,099656-000
722,3899,Cancelado,,22.0,044369-000
723,3638,Em Trânsito,173.93837749512772,46.0,039315-000
724,1920,Em Trânsito,158.36286260006918,,013843-000
725,3413,Entregue,52.97183813782513,,058512-000
726,1000,Em Trânsito,145.05815762208516,70.0,013675-000
727,3960,Em Trânsito,239.04954063184314,58.0,087585-000
728,1847,Entregue,179.98717971036257,,043773-000
729,2252,Entregue,105.22998363212757,49.0,070044-000
730,1724,Entregue,158.34200564249696,63.0,010231-000
731,2306,Em Trânsito,139.71061148593728,68.0,021845-000
732,1759,Entregue,232.31798655416407,35.0,032960-000
733,2142,Em Trânsito,93.723690416867,58.0,063738-000
734,2914,Cancelado,,52.0,073150-000
735,1226,Entregue,90.3174908922322,60.0,091766-000
736,4095,Cancelado,,41.0,028517-000
737,1701,Cancelado,,64.0,038412-000
738,1307,Entregue,207.69231146534128,45.0,093610-000
739,4378,Entregue,188.41711408217768,53.0,027607-000
740,4009,Em Trânsito,73.78558714426362,38.0,028587-000
741,3616,Entregue,150.05776846012446,73.0,057860-000
742,2517,Cancelado,,22.0,019089-000
743,2531,Cancelado,,,057635-000
744,4382,Cancelado,,67.0,017882-000
745,2844,Em Trânsito,103.04445417680358,71.0,036445-000
746,2112,Em Trânsito,76.82355856327648,40.0,041820-000
747,4346,Entregue,149.9822317612482,61.0,060503-000
748,3668,Entregue,163.52421640017297,50.0,026555-000
749,1652,Entregue,167.7264644190179,43.0,015524-000
750,1796,Cancelado,,74.0,031241-000
751,1479,Cancelado,,,032201-000
752,3949,Cancelado,,37.0,029817-000
753,4959,Entregue,138.37012947953852,19.0,045967-000
754,4528,Entregue,58.241891615288324,58.0,020090-000
755,2779,Cancelado,,71.0,042266-000
756,1896,Entregue,176.883447398089,74.0,027743-000
757,3967,Em Trânsito,127.77308874065925,35.0,056837-000
758,1585,Entregue,124.95829354972967,22.0,026483-000
759,2378,Cancelado,,71.0,029826-000
760,1261,Entregue,203.76623618796472,49.0,062201-000
761,2199,Em Trânsito,113.47909576681394,63.0,023196-000
762,3451,Cancelado,,28.0,036496-000
763,4301,Entregue,140.21867868955792,38.0,067771-000
764,2611,Entregue,189.99636694519936,39.0,021159-000
765,2346,Entregue,148.2715394303618,20.0,037780-000
766,1694,Entregue,118.00929234549338,,092640-000
767,3833,Em Trânsito,190.09310312835572,19.0,093920-000
768,3324,Entregue,104.89229248691112,63.0,045775-000
769,4810,Entregue,142.1371587337164,45.0,023966-000
770,3724,Cancelado,,,063654-000
771,4346,Em Trânsito,130.72931567958645,,023696-000
772,3264,Cancelado,,,073401-000
773,2847,Em Trânsito,175.33100304351325,36.0,032574-000
774,3237,Entregue,196.0329707477657,46.0,055170-000
775,2041,Em Trânsito,158.21005286276463,19.0,047880-000
776,1743,Cancelado,,65.0,093651-000
777,4485,Entregue,258.3820414799491,23.0,061329-000
778,4255,Cancelado,,61.0,077116-000
779,4689,Cancelado,,71.0,068337-000
780,1242,Em Trânsito,3.7393681205437304,24.0,014590-000
781,2449,Entregue,87.9507720033784,53.0,093772-000
782,3100,Cancelado,,25.0,026465-000
783,2249,Cancelado,,36.0,063002-000
784,2737,Em Trânsito,214.2915669476992,27.0,078548-000
785,4669,Cancelado,,,099112-000
786,3609,Entregue,173.8045242684622,,015301-000
787,2918,Entregue,130.55601255621335,55.0,060607-000
788,3819,Em Trânsito,132.08418819069044,,035773-000
789,1318,Cancelado,,46.0,066104-000
790,3754,Em Trânsito,175.9742638929909,36.0,073461-000
791,2392,Em Trânsito,86.57198684981549,35.0,045880-000
792,1247,Cancelado,,68.0,099482-000
793,4639,Entregue,129.532466002519,68.0,034491-000
794,1176,Em Trânsito,22.036385029435635,40.0,067904-000
795,4547,Entregue,109.59842820073783,18.0,080917-000
796,2685,Entregue,179.9810980947921,69.0,044872-000
797,2931,Cancelado,,,027328-000
798,1012,Cancelado,,,018770-000
799,4432,Entregue,138.46190828018914,27.0,019106-000
800,3474,Em Trânsito,214.67375198138544,,084446-000
801,3302,Em Trânsito,184.11915589385438,70.0,046961-000
802,4719,Cancelado,,26.0,055251-000
803,2338,Cancelado,,41.0,032510-000
804,2690,Cancelado,,,032188-000
805,3248,Em Trânsito,185.10714591813922,,059944-000
806,3413,Entregue,52.97183813782513,,058512-000
807,3895,Entregue,82.26149721125634,39.0,064279-000
808,3230,Cancelado,,57.0,092935-000
809,3638,Em Trânsito,173.93837749512772,46.0,039315-000
810,1402,Cancelado,,26.0,024422-000
811,1604,Cancelado,,38.0,093451-000
812,3235,Entregue,105.48248876260709,31.0,069755-000
813,3635,Em Trânsito,154.31507234254084,,096588-000
814,4178,Cancelado,,46.0,092226-000
815,3372,Cancelado,,63.0,011080-000
816,1336,Cancelado,,49.0,083929-000
817,3060,Entregue,117.02195209653257,72.0,043234-000
818,1694,Entregue,118.00929234549338,,092640-000
819,3159,Cancelado,,24.0,013513-000
820,4299,Entregue,208.66738130806237,35.0,034961-000
821,4859,Em Trânsito,231.00625882955984,,084953-000
822,4013,Entregue,138.73361583126953,40.0,073046-000
823,1894,Entregue,147.60338399195908,65.0,060261-000
824,1585,Entregue,124.95829354972967,22.0,026483-000
825,3632,Em Trânsito,79.36257059498959,63.0,039698-000
826,2172,Em Trânsito,42.54440201692606,42.0,077298-000
827,1087,Entregue,171.4330485991448,62.0,015138-000
828,3625,Cancelado,,38.0,090353-000
829,2904,Em Trânsito,127.76258523530373,35.0,092082-000
830,2611,Entregue,189.99636694519936,39.0,021159-000
831,4485,Em Trânsito,117.45940691229461,,097290-000
832,1453,Entregue,139.28922898694128,49.0,098074-000
833,4020,Cancelado,,,069604-000
834,1756,Entregue,213.61131456051672,,059339-000
835,1911,Em Trânsito,121.73298902259808,39.0,081734-000
836,3512,Entregue,193.13748556121487,37.0,044778-000
837,2882,Cancelado,,46.0,022596-000
838,2781,Em Trânsito,135.94489967607984,67.0,086657-000
839,2918,Entregue,130.55601255621335,55.0,060607-000
840,4993,Cancelado,,,083097-000
841,1904,Entregue,112.31130201923318,65.0,073052-000
842,2398,Entregue,180.2583282794581,28.0,027224-000
843,2149,Cancelado,,40.0,019176-000
844,1107,Cancelado,,55.0,066624-000
