ID_Caso;Tipo_Ataque;Pais;Idade_Vitima;Especie_Tubarao
486;Desastre Marítimo;USA;64.0;Tubarão Tigre
487;Não Provocado;USA;65.0;Tubarão Tigre
488;Desastre Marítimo;BRAZIL;53.0;Tubarão Cabeça-Chata
489;Não Provocado;BRAZIL;66.0;Tubarão Branco
490;Provocado;AUSTRALIA;;Tubarão Branco
491;Não Provocado;USA;41.0;Tubarão Tigre
492;Não Provocado;AUSTRALIA;27.0;Tubarão Tigre
493;Provocado;AUSTRALIA;77.0;Tubarão Cabeça-Chata
494;Provocado;USA;;Tubarão Branco
495;Não Provocado;AUSTRALIA;17.0;
496;Desastre Marítimo;SOUTH AFRICA;73.0;Tubarão Tigre
497;Não Provocado;BRAZIL;;Tubarão Cabeça-Chata
498;Provocado;AUSTRALIA;;Tubarão Branco
499;Desastre Marítimo;USA;;Tubarão Branco
500;Provocado;BRAZIL;12.0;Tubarão Tigre
501;Provocado;BRAZIL;26.0;Tubarão Cabeça-Chata
502;Desastre Marítimo;AUSTRALIA;75.0;
503;Provocado;SOUTH AFRICA;61.0;Tubarão Tigre
504;Provocado;AUSTRALIA;31.0;Tubarão Cabeça-Chata
505;Provocado;SOUTH AFRICA;13.0;Tubarão Branco
506;Provocado;BRAZIL;;
507;Provocado;AUSTRALIA;47.0;Tubarão Cabeça-Chata
508;Provocado;USA;35.0;
509;Provocado;AUSTRALIA;20.0;Tubarão Cabeça-Chata
510;Provocado;SOUTH AFRICA;26.0;Tubarão Cabeça-Chata
511;Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
512;Não Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
513;Não Provocado;SOUTH AFRICA;25.0;
514;Provocado;BRAZIL;27.0;Tubarão Tigre
515;Não Provocado;AUSTRALIA;;
516;Desastre Marítimo;SOUTH AFRICA;36.0;Tubarão Cabeça-Chata
517;Não Provocado;AUSTRALIA;44.0;
518;Provocado;AUSTRALIA;54.0;
519;Provocado;USA;44.0;
520;Não Provocado;AUSTRALIA;37.0;Tubarão Cabeça-Chata
521;Provocado;USA;18.0;
522;Desastre Marítimo;SOUTH AFRICA;24.0;Tubarão Branco
523;Desastre Marítimo;USA;30.0;Tubarão Cabeça-Chata
524;Provocado;USA;61.0;
525;Desastre Marítimo;USA;44.0;Tubarão Branco
526;Desastre Marítimo;BRAZIL;60.0;
527;Não Provocado;USA;64.0;Tubarão Tigre
528;Desastre Marítimo;AUSTRALIA;;
529;Não Provocado;USA;;
530;Provocado;AUSTRALIA;34.0;Tubarão Tigre
531;Não Provocado;USA;56.0;Tubarão Cabeça-Chata
532;Provocado;BRAZIL;65.0;Tubarão Tigre
533;Provocado;SOUTH AFRICA;47.0;Tubarão Cabeça-Chata
534;Provocado;USA;20.0;Tubarão Tigre
535;Provocado;USA;76.0;
536;Provocado;BRAZIL;24.0;
537;Não Provocado;USA;10.0;Tubarão Cabeça-Chata
538;Provocado;AUSTRALIA;16.0;Tubarão Cabeça-Chata
539;Desastre Marítimo;USA;10.0;Tubarão Branco
540;Desastre Marítimo;USA;58.0;Tubarão Branco
541;Provocado;SOUTH AFRICA;38.0;
542;Desastre Marítimo;SOUTH AFRICA;;
543;Não Provocado;USA;54.0;Tubarão Branco
544;Não Provocado;BRAZIL;;Tubarão Branco
545;Provocado;SOUTH AFRICA;41.0;Tubarão Cabeça-Chata
546;Provocado;USA;29.0;Tubarão Tigre
547;Provocado;SOUTH AFRICA;60.0;Tubarão Cabeça-Chata
548;Desastre Marítimo;USA;;Tubarão Branco
549;Desastre Marítimo;SOUTH AFRICA;;
550;Não Provocado;SOUTH AFRICA;10.0;Tubarão Branco
551;Desastre Marítimo;AUSTRALIA;36.0;
552;Não Provocado;USA;;
553;Desastre Marítimo;USA;23.0;
554;Não Provocado;USA;;
555;Provocado;USA;15.0;Tubarão Tigre
556;Desastre Marítimo;SOUTH AFRICA;42.0;Tubarão Branco
557;Não Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
558;Desastre Marítimo;AUSTRALIA;;
559;Provocado;BRAZIL;;
560;Não Provocado;USA;70.0;Tubarão Cabeça-Chata
561;Desastre Marítimo;BRAZIL;79.0;Tubarão Cabeça-Chata
562;Desastre Marítimo;SOUTH AFRICA;33.0;
563;Provocado;BRAZIL;32.0;Tubarão Cabeça-Chata
564;Provocado;USA;19.0;Tubarão Cabeça-Chata
565;Não Provocado;AUSTRALIA;63.0;Tubarão Tigre
566;Desastre Marítimo;AUSTRALIA;50.0;Tubarão Cabeça-Chata
567;Desastre Marítimo;USA;58.0;Tubarão Branco
568;Provocado;SOUTH AFRICA;;Tubarão Branco
569;Provocado;USA;65.0;Tubarão Branco
570;Não Provocado;SOUTH AFRICA;;
571;Desastre Marítimo;AUSTRALIA;39.0;Tubarão Branco
572;Desastre Marítimo;SOUTH AFRICA;53.0;Tubarão Tigre
573;Não Provocado;USA;;Tubarão Branco
574;Não Provocado;USA;28.0;
575;Provocado;USA;38.0;Tubarão Tigre
576;Provocado;SOUTH AFRICA;11.0;Tubarão Branco
577;Não Provocado;SOUTH AFRICA;45.0;Tubarão Tigre
578;Não Provocado;SOUTH AFRICA;28.0;Tubarão Tigre
579;Desastre Marítimo;AUSTRALIA;16.0;
580;Não Provocado;BRAZIL;;
581;Não Provocado;BRAZIL;47.0;Tubarão Tigre
582;Desastre Marítimo;USA;;Tubarão Branco
583;Não Provocado;AUSTRALIA;75.0;
584;Provocado;SOUTH AFRICA;52.0;Tubarão Tigre
585;Provocado;USA;71.0;Tubarão Cabeça-Chata
586;Desastre Marítimo;AUSTRALIA;33.0;Tubarão Cabeça-Chata
587;Não Provocado;USA;48.0;
588;Provocado;AUSTRALIA;;Tubarão Branco
589;Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
590;Provocado;BRAZIL;14.0;Tubarão Cabeça-Chata
591;Provocado;USA;64.0;Tubarão Cabeça-Chata
592;Não Provocado;SOUTH AFRICA;39.0;Tubarão Branco
593;Não Provocado;BRAZIL;;Tubarão Branco
594;Não Provocado;BRAZIL;35.0;
595;Não Provocado;SOUTH AFRICA;35.0;
596;Provocado;AUSTRALIA;46.0;Tubarão Cabeça-Chata
597;Desastre Marítimo;SOUTH AFRICA;62.0;Tubarão Branco
598;Desastre Marítimo;USA;39.0;Tubarão Tigre
599;Provocado;SOUTH AFRICA;12.0;Tubarão Cabeça-Chata
600;Provocado;AUSTRALIA;52.0;
601;Desastre Marítimo;SOUTH AFRICA;;Tubarão Branco
602;Desastre Marítimo;AUSTRALIA;58.0;
603;Provocado;AUSTRALIA;50.0;
604;Provocado;USA;63.0;Tubarão Branco
605;Não Provocado;SOUTH AFRICA;78.0;Tubarão Cabeça-Chata
606;Não Provocado;SOUTH AFRICA;;Tubarão Branco
607;Desastre Marítimo;USA;17.0;Tubarão Cabeça-Chata
608;Provocado;AUSTRALIA;41.0;
609;Desastre Marítimo;SOUTH AFRICA;;Tubarão Branco
610;Não Provocado;USA;19.0;Tubarão Tigre
611;Não Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
612;Desastre Marítimo;USA;72.0;Tubarão Tigre
613;Não Provocado;SOUTH AFRICA;44.0;Tubarão Cabeça-Chata
614;Provocado;USA;70.0;Tubarão Branco
615;Desastre Marítimo;BRAZIL;63.0;Tubarão Tigre
616;Provocado;AUSTRALIA;17.0;Tubarão Branco
617;Provocado;BRAZIL;38.0;Tubarão Cabeça-Chata
618;Não Provocado;BRAZIL;50.0;Tubarão Cabeça-Chata
619;Provocado;AUSTRALIA;39.0;Tubarão Cabeça-Chata
620;Desastre Marítimo;AUSTRALIA;30.0;Tubarão Cabeça-Chata
621;Provocado;USA;;
622;Provocado;AUSTRALIA;11.0;Tubarão Cabeça-Chata
623;Provocado;BRAZIL;59.0;Tubarão Tigre
624;Provocado;BRAZIL;;Tubarão Cabeça-Chata
625;Provocado;SOUTH AFRICA;75.0;Tubarão Branco
626;Não Provocado;AUSTRALIA;12.0;
627;Desastre Marítimo;BRAZIL;;Tubarão Tigre
628;Não Provocado;SOUTH AFRICA;77.0;
629;Desastre Marítimo;SOUTH AFRICA;34.0;
630;Desastre Marítimo;USA;39.0;
631;Desastre Marítimo;BRAZIL;20.0;Tubarão Branco
632;Desastre Marítimo;USA;26.0;
633;Desastre Marítimo;BRAZIL;35.0;
634;Provocado;USA;32.0;Tubarão Cabeça-Chata
635;Não Provocado;USA;65.0;Tubarão Branco
636;Não Provocado;AUSTRALIA;61.0;Tubarão Tigre
637;Provocado;USA;57.0;Tubarão Tigre
638;Desastre Marítimo;AUSTRALIA;29.0;Tubarão Tigre
639;Não Provocado;SOUTH AFRICA;11.0;Tubarão Branco
640;Provocado;BRAZIL;;Tubarão Tigre
641;Provocado;SOUTH AFRICA;36.0;Tubarão Branco
642;Não Provocado;BRAZIL;;Tubarão Cabeça-Chata
643;Não Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
644;Desastre Marítimo;BRAZIL;;Tubarão Branco
645;Desastre Marítimo;USA;44.0;Tubarão Tigre
646;Não Provocado;BRAZIL;;Tubarão Branco
647;Desastre Marítimo;BRAZIL;15.0;Tubarão Branco
648;Provocado;SOUTH AFRICA;40.0;
649;Desastre Marítimo;SOUTH AFRICA;19.0;Tubarão Branco
650;Desastre Marítimo;SOUTH AFRICA;30.0;
651;Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
652;Desastre Marítimo;AUSTRALIA;12.0;
653;Provocado;BRAZIL;41.0;Tubarão Branco
654;Desastre Marítimo;BRAZIL;29.0;Tubarão Cabeça-Chata
655;Não Provocado;USA;38.0;
656;Desastre Marítimo;USA;61.0;Tubarão Branco
657;Não Provocado;BRAZIL;55.0;Tubarão Cabeça-Chata
658;Não Provocado;AUSTRALIA;43.0;
659;Não Provocado;BRAZIL;70.0;Tubarão Branco
660;Não Provocado;USA;79.0;Tubarão Branco
661;Não Provocado;AUSTRALIA;20.0;Tubarão Tigre
662;Provocado;AUSTRALIA;;Tubarão Tigre
663;Provocado;USA;30.0;
664;Provocado;BRAZIL;;
665;Não Provocado;SOUTH AFRICA;19.0;
666;Desastre Marítimo;BRAZIL;36.0;Tubarão Branco
667;Provocado;BRAZIL;21.0;
668;Desastre Marítimo;USA;16.0;Tubarão Branco
669;Desastre Marítimo;AUSTRALIA;26.0;
670;Não Provocado;USA;74.0;Tubarão Branco
671;Não Provocado;BRAZIL;73.0;Tubarão Branco
672;Não Provocado;SOUTH AFRICA;35.0;Tubarão Tigre
673;Provocado;SOUTH AFRICA;24.0;Tubarão Cabeça-Chata
674;Não Provocado;SOUTH AFRICA;;Tubarão Branco
675;Provocado;USA;71.0;
676;Provocado;AUSTRALIA;56.0;Tubarão Tigre
677;Provocado;USA;44.0;
678;Provocado;SOUTH AFRICA;74.0;
679;Não Provocado;BRAZIL;34.0;Tubarão Branco
680;Provocado;AUSTRALIA;66.0;Tubarão Branco
681;Não Provocado;USA;41.0;Tubarão Cabeça-Chata
682;Não Provocado;USA;72.0;Tubarão Branco
683;Provocado;AUSTRALIA;;Tubarão Branco
684;Não Provocado;AUSTRALIA;72.0;Tubarão Cabeça-Chata
685;Desastre Marítimo;BRAZIL;10.0;
686;Não Provocado;AUSTRALIA;60.0;Tubarão Cabeça-Chata
687;Não Provocado;BRAZIL;79.0;Tubarão Cabeça-Chata
688;Provocado;SOUTH AFRICA;17.0;Tubarão Cabeça-Chata
689;Provocado;SOUTH AFRICA;77.0;Tubarão Tigre
690;Não Provocado;USA;14.0;
691;Provocado;SOUTH AFRICA;48.0;Tubarão Tigre
692;Desastre Marítimo;SOUTH AFRICA;32.0;Tubarão Tigre
693;Desastre Marítimo;BRAZIL;77.0;Tubarão Branco
694;Provocado;USA;61.0;Tubarão Cabeça-Chata
695;Não Provocado;AUSTRALIA;13.0;Tubarão Cabeça-Chata
696;Desastre Marítimo;USA;56.0;Tubarão Tigre
697;Desastre Marítimo;SOUTH AFRICA;30.0;Tubarão Branco
698;Não Provocado;AUSTRALIA;65.0;Tubarão Branco
699;Provocado;USA;75.0;Tubarão Branco
700;Desastre Marítimo;USA;68.0;
701;Não Provocado;USA;16.0;Tubarão Tigre
702;Não Provocado;USA;58.0;
703;Desastre Marítimo;BRAZIL;25.0;Tubarão Branco
704;Provocado;USA;26.0;Tubarão Branco
705;Desastre Marítimo;SOUTH AFRICA;43.0;Tubarão Branco
706;Não Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
707;Desastre Marítimo;BRAZIL;35.0;Tubarão Tigre
708;Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
709;Não Provocado;AUSTRALIA;72.0;
710;Provocado;SOUTH AFRICA;50.0;Tubarão Cabeça-Chata
711;Desastre Marítimo;SOUTH AFRICA;67.0;Tubarão Tigre
712;Desastre Marítimo;BRAZIL;19.0;Tubarão Cabeça-Chata
713;Provocado;AUSTRALIA;;Tubarão Branco
714;Desastre Marítimo;AUSTRALIA;51.0;
715;Provocado;USA;66.0;
716;Desastre Marítimo;USA;26.0;Tubarão Branco
717;Provocado;USA;69.0;Tubarão Branco
718;Provocado;BRAZIL;18.0;Tubarão Branco
719;Não Provocado;SOUTH AFRICA;45.0;Tubarão Tigre
720;Não Provocado;BRAZIL;45.0;Tubarão Cabeça-Chata
721;Provocado;AUSTRALIA;57.0;
722;Desastre Marítimo;SOUTH AFRICA;;Tubarão Cabeça-Chata
723;Desastre Marítimo;USA;79.0;Tubarão Branco
724;Desastre Marítimo;BRAZIL;;Tubarão Branco
725;Provocado;BRAZIL;;Tubarão Cabeça-Chata
726;Provocado;USA;;
727;Provocado;BRAZIL;35.0;Tubarão Tigre
728;Provocado;USA;12.0;Tubarão Cabeça-Chata
729;Não Provocado;AUSTRALIA;;Tubarão Branco
730;Provocado;SOUTH AFRICA;69.0;Tubarão Branco
731;Desastre Marítimo;AUSTRALIA;72.0;Tubarão Tigre
732;Não Provocado;AUSTRALIA;74.0;Tubarão Cabeça-Chata
733;Desastre Marítimo;USA;61.0;Tubarão Tigre
734;Provocado;BRAZIL;23.0;Tubarão Tigre
735;Não Provocado;AUSTRALIA;77.0;
736;Provocado;AUSTRALIA;37.0;
737;Não Provocado;AUSTRALIA;19.0;Tubarão Branco
738;Desastre Marítimo;BRAZIL;66.0;Tubarão Cabeça-Chata
739;Provocado;BRAZIL;75.0;
740;Provocado;USA;;Tubarão Branco
741;Não Provocado;AUSTRALIA;;Tubarão Cabeça-Chata
742;Não Provocado;SOUTH AFRICA;25.0;Tubarão Branco
743;Provocado;BRAZIL;63.0;
744;Não Provocado;USA;52.0;Tubarão Branco
745;Provocado;AUSTRALIA;51.0;Tubarão Cabeça-Chata
746;Não Provocado;SOUTH AFRICA;31.0;Tubarão Cabeça-Chata
747;Desastre Marítimo;BRAZIL;77.0;Tubarão Branco
748;Não Provocado;SOUTH AFRICA;28.0;Tubarão Cabeça-Chata
749;Desastre Marítimo;BRAZIL;75.0;Tubarão Branco
750;Não Provocado;USA;48.0;Tubarão Cabeça-Chata
751;Não Provocado;SOUTH AFRICA;28.0;Tubarão Branco
752;Provocado;AUSTRALIA;25.0;Tubarão Branco
753;Não Provocado;AUSTRALIA;63.0;Tubarão Branco
754;Não Provocado;BRAZIL;34.0;Tubarão Tigre
755;Desastre Marítimo;AUSTRALIA;27.0;Tubarão Cabeça-Chata
756;Não Provocado;SOUTH AFRICA;;
757;Provocado;USA;20.0;Tubarão Branco
758;Desastre Marítimo;BRAZIL;48.0;Tubarão Tigre
759;Provocado;SOUTH AFRICA;77.0;
760;Provocado;BRAZIL;34.0;Tubarão Branco
761;Provocado;USA;72.0;
762;Provocado;BRAZIL;39.0;Tubarão Tigre
763;Desastre Marítimo;AUSTRALIA;;
764;Não Provocado;AUSTRALIA;;Tubarão Branco
765;Provocado;BRAZIL;;
766;Desastre Marítimo;USA;;
767;Provocado;USA;11.0;Tubarão Branco
768;Não Provocado;AUSTRALIA;14.0;Tubarão Tigre
769;Desastre Marítimo;USA;;Tubarão Tigre
770;Desastre Marítimo;BRAZIL;78.0;
771;Não Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
772;Desastre Marítimo;BRAZIL;14.0;
773;Não Provocado;AUSTRALIA;68.0;Tubarão Cabeça-Chata
774;Desastre Marítimo;AUSTRALIA;77.0;
775;Desastre Marítimo;AUSTRALIA;18.0;Tubarão Tigre
776;Não Provocado;USA;31.0;
777;Não Provocado;BRAZIL;;
778;Desastre Marítimo;SOUTH AFRICA;19.0;Tubarão Cabeça-Chata
779;Desastre Marítimo;BRAZIL;70.0;Tubarão Tigre
780;Não Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
781;Não Provocado;BRAZIL;19.0;
782;Desastre Marítimo;AUSTRALIA;;Tubarão Branco
783;Desastre Marítimo;SOUTH AFRICA;71.0;
784;Desastre Marítimo;BRAZIL;14.0;
785;Não Provocado;USA;79.0;Tubarão Cabeça-Chata
786;Desastre Marítimo;USA;72.0;Tubarão Branco
787;Provocado;BRAZIL;;Tubarão Branco
788;Não Provocado;AUSTRALIA;68.0;Tubarão Cabeça-Chata
789;Desastre Marítimo;SOUTH AFRICA;72.0;Tubarão Tigre
790;Não Provocado;BRAZIL;68.0;Tubarão Branco
791;Provocado;USA;60.0;Tubarão Branco
792;Não Provocado;SOUTH AFRICA;59.0;Tubarão Cabeça-Chata
793;Desastre Marítimo;USA;13.0;Tubarão Tigre
794;Provocado;USA;57.0;Tubarão Tigre
795;Provocado;BRAZIL;41.0;
796;Desastre Marítimo;USA;60.0;
797;Desastre Marítimo;SOUTH AFRICA;61.0;Tubarão Cabeça-Chata
798;Desastre Marítimo;AUSTRALIA;43.0;Tubarão Tigre
799;Não Provocado;BRAZIL;45.0;Tubarão Cabeça-Chata
800;Não Provocado;SOUTH AFRICA;79.0;
366;Não Provocado;AUSTRALIA;70.0;
497;Não Provocado;BRAZIL;;Tubarão Cabeça-Chata
453;Provocado;SOUTH AFRICA;57.0;Tubarão Tigre
127;Não Provocado;BRAZIL;;Tubarão Tigre
361;Desastre Marítimo;USA;;Tubarão Tigre
386;Não Provocado;AUSTRALIA;;
511;Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
717;Provocado;USA;69.0;Tubarão Branco
271;Não Provocado;SOUTH AFRICA;75.0;Tubarão Branco
731;Desastre Marítimo;AUSTRALIA;72.0;Tubarão Tigre
141;Provocado;BRAZIL;26.0;Tubarão Tigre
716;Desastre Marítimo;USA;26.0;Tubarão Branco
169;Não Provocado;SOUTH AFRICA;73.0;
661;Não Provocado;AUSTRALIA;20.0;Tubarão Tigre
748;Não Provocado;SOUTH AFRICA;28.0;Tubarão Cabeça-Chata
605;Não Provocado;SOUTH AFRICA;78.0;Tubarão Cabeça-Chata
123;Desastre Marítimo;USA;33.0;Tubarão Tigre
604;Provocado;USA;63.0;Tubarão Branco
677;Provocado;USA;44.0;
743;Provocado;BRAZIL;63.0;
678;Provocado;SOUTH AFRICA;74.0;
302;Provocado;AUSTRALIA;45.0;Tubarão Cabeça-Chata
142;Não Provocado;BRAZIL;77.0;Tubarão Cabeça-Chata
83;Desastre Marítimo;AUSTRALIA;;Tubarão Cabeça-Chata
241;Desastre Marítimo;USA;78.0;Tubarão Branco
1;Desastre Marítimo;USA;76.0;Tubarão Cabeça-Chata
46;Não Provocado;SOUTH AFRICA;69.0;
281;Provocado;AUSTRALIA;;Tubarão Tigre
580;Não Provocado;BRAZIL;;
601;Desastre Marítimo;SOUTH AFRICA;;Tubarão Branco
80;Não Provocado;USA;78.0;
148;Não Provocado;SOUTH AFRICA;;Tubarão Cabeça-Chata
563;Provocado;BRAZIL;32.0;Tubarão Cabeça-Chata
108;Não Provocado;USA;42.0;
274;Desastre Marítimo;AUSTRALIA;46.0;
503;Provocado;SOUTH AFRICA;61.0;Tubarão Tigre
153;Desastre Marítimo;USA;46.0;Tubarão Tigre
332;Provocado;USA;64.0;Tubarão Branco
476;Desastre Marítimo;AUSTRALIA;;
517;Não Provocado;AUSTRALIA;44.0;
99;Não Provocado;BRAZIL;;Tubarão Cabeça-Chata
339;Desastre Marítimo;BRAZIL;;
507;Provocado;AUSTRALIA;47.0;Tubarão Cabeça-Chata
617;Provocado;BRAZIL;38.0;Tubarão Cabeça-Chata
262;Não Provocado;AUSTRALIA;21.0;
